gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,ServiceCount,Churn_Label,Churn_Probability,Risk_Level,Recommended_Action,Revenue_At_Risk
Male,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.75,19.75,No,0,0,0,0.71018267,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,355.09134
Male,1,No,No,71,No,No phone service,DSL,1,1,0,0,1,1,One year,Yes,Electronic check,56.45,3985.35,No,0,4,0,0.07741299,Low Risk,​​​​​​​✅ No Immediate Action,38.706497
Female,0,No,No,13,Yes,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,1,0,0.7197662,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,359.8831
Female,0,Yes,Yes,25,No,No phone service,DSL,1,1,1,0,1,1,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,5,1,0.5969951,Low Risk,​​​​​​​✅ No Immediate Action,298.49756
Male,0,No,No,67,Yes,No,DSL,0,0,0,1,0,0,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,1,0,0.0074542374,Low Risk,​​​​​​​✅ No Immediate Action,3.7271187
Male,0,No,No,1,No,No phone service,DSL,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,1,1,0.97488314,High Risk,​​​​​​​🔥 Call + 20% Discount,487.44156
Male,0,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,0,1,0.47495428,Low Risk,​​​​​​​✅ No Immediate Action,237.47714
Female,0,No,No,43,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,0,0,0.09206831,Low Risk,​​​​​​​✅ No Immediate Action,46.034153
Female,0,No,No,23,Yes,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0,1,0,0.2739125,Low Risk,​​​​​​​✅ No Immediate Action,136.95624
Female,0,Yes,Yes,64,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.2,1277.75,No,0,0,0,0.0032202504,Low Risk,​​​​​​​✅ No Immediate Action,1.6101252
Male,0,No,Yes,57,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,19.6,1170.55,No,0,0,0,0.09100408,Low Risk,​​​​​​​✅ No Immediate Action,45.50204
Female,1,Yes,No,1,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0,1,0.8283348,High Risk,​​​​​​​🔥 Call + 20% Discount,414.16742
Female,1,Yes,Yes,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,6,0,0.0028070721,Low Risk,​​​​​​​✅ No Immediate Action,1.4035361
Female,0,No,No,8,Yes,Yes,DSL,1,0,0,1,0,1,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,3,1,0.59275556,Low Risk,​​​​​​​✅ No Immediate Action,296.37778
Female,0,Yes,No,61,Yes,Yes,Fiber optic,0,1,0,0,1,1,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,3,0,0.11638766,Low Risk,​​​​​​​✅ No Immediate Action,58.19383
Male,0,No,No,64,Yes,Yes,Fiber optic,1,1,0,0,0,0,One year,Yes,Credit card (automatic),84.3,5289.05,No,0,2,0,0.05557993,Low Risk,​​​​​​​✅ No Immediate Action,27.789965
Male,1,Yes,No,71,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,0,0,0.0027488584,Low Risk,​​​​​​​✅ No Immediate Action,1.3744292
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,1,1,0,1,1,0,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0,4,0,0.03177895,Low Risk,​​​​​​​✅ No Immediate Action,15.889475
Male,0,No,No,3,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.6,61.35,No,0,0,0,0.028681641,Low Risk,​​​​​​​✅ No Immediate Action,14.34082
Male,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,0,1,0.90109926,High Risk,​​​​​​​🔥 Call + 20% Discount,450.54962
Male,0,No,Yes,30,Yes,No,DSL,0,1,1,0,1,0,One year,No,Credit card (automatic),64.5,1929.95,No,0,3,0,0.020093499,Low Risk,​​​​​​​✅ No Immediate Action,10.046749
Male,0,Yes,Yes,15,Yes,No,DSL,0,1,1,1,0,1,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,4,0,0.07262328,Low Risk,​​​​​​​✅ No Immediate Action,36.31164
Female,0,Yes,Yes,8,Yes,No,DSL,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,3,0,0.35854325,Low Risk,​​​​​​​✅ No Immediate Action,179.27162
Male,0,No,No,7,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,2,1,0.8831274,High Risk,​​​​​​​🔥 Call + 20% Discount,441.5637
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,1,1,1,0,1,1,One year,Yes,Credit card (automatic),108.15,7930.55,No,0,5,0,0.056489352,Low Risk,​​​​​​​✅ No Immediate Action,28.244677
Male,0,Yes,Yes,62,Yes,No,DSL,1,1,1,1,1,1,Two year,No,Electronic check,86.1,5215.25,No,0,6,0,0.013184172,Low Risk,​​​​​​​✅ No Immediate Action,6.592086
Female,0,Yes,Yes,6,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.7,113.5,No,0,0,0,0.23084718,Low Risk,​​​​​​​✅ No Immediate Action,115.42359
Female,0,Yes,Yes,14,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,1,0,0.60033053,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,300.16525
Female,0,No,No,22,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,1,0,0.3613745,Low Risk,​​​​​​​✅ No Immediate Action,180.68726
Male,0,Yes,Yes,22,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.15,419.9,No,0,0,0,0.01723906,Low Risk,​​​​​​​✅ No Immediate Action,8.61953
Male,0,Yes,Yes,16,Yes,No,DSL,1,0,1,0,1,0,Two year,No,Mailed check,64.25,1024.0,No,0,3,0,0.012437571,Low Risk,​​​​​​​✅ No Immediate Action,6.2187853
Male,0,No,No,10,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,0,0,0.020971255,Low Risk,​​​​​​​✅ No Immediate Action,10.485628
Female,0,No,Yes,13,Yes,No,DSL,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,56.0,764.55,No,0,2,0,0.2304324,Low Risk,​​​​​​​✅ No Immediate Action,115.2162
Female,0,Yes,No,20,Yes,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,1,1,0.575377,Low Risk,​​​​​​​✅ No Immediate Action,287.6885
Female,0,No,No,2,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,0,0,0.7278264,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,363.9132
Male,0,No,No,53,Yes,Yes,DSL,0,1,1,1,0,1,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,4,0,0.014005561,Low Risk,​​​​​​​✅ No Immediate Action,7.002781
Female,0,Yes,Yes,11,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.6,233.9,No,0,0,0,0.07686237,Low Risk,​​​​​​​✅ No Immediate Action,38.431187
Male,0,Yes,No,69,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.9,1363.45,No,0,0,0,0.0033017616,Low Risk,​​​​​​​✅ No Immediate Action,1.6508808
Female,0,No,No,4,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,0,1,0.7667699,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,383.38495
Male,0,Yes,No,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,6,0,0.0014913504,Low Risk,​​​​​​​✅ No Immediate Action,0.7456752
Male,1,Yes,No,58,No,No phone service,DSL,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,3,1,0.7368918,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,368.4459
Female,0,Yes,Yes,16,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.4,321.4,No,0,0,0,0.07292484,Low Risk,​​​​​​​✅ No Immediate Action,36.462418
Male,0,Yes,No,43,Yes,No,Fiber optic,1,0,1,1,0,0,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0,3,0,0.055209707,Low Risk,​​​​​​​✅ No Immediate Action,27.604855
Female,0,Yes,No,2,Yes,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,4,1,0.92477274,High Risk,​​​​​​​🔥 Call + 20% Discount,462.38638
Male,0,Yes,No,14,Yes,No,DSL,0,1,1,1,1,1,Two year,No,Mailed check,81.95,1181.75,No,0,5,0,0.010284053,Low Risk,​​​​​​​✅ No Immediate Action,5.1420264
Female,0,Yes,No,53,Yes,No,Fiber optic,0,0,1,0,1,1,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,3,1,0.4817224,Low Risk,​​​​​​​✅ No Immediate Action,240.8612
Female,0,No,No,32,Yes,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.55,654.55,No,0,0,0,0.010546119,Low Risk,​​​​​​​✅ No Immediate Action,5.2730594
Female,0,Yes,No,34,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,24.7,780.2,No,0,0,0,0.02790653,Low Risk,​​​​​​​✅ No Immediate Action,13.953265
Female,1,No,No,15,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,0,1,0.7953272,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,397.6636
Female,1,No,No,7,Yes,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,1,1,0.34339508,Low Risk,​​​​​​​✅ No Immediate Action,171.69754
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,4,0,0.3526282,Low Risk,​​​​​​​✅ No Immediate Action,176.3141
Male,0,Yes,No,61,Yes,No,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,0,0,0.010132229,Low Risk,​​​​​​​✅ No Immediate Action,5.0661144
Female,0,No,No,1,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,1,1,0.25807887,Low Risk,​​​​​​​✅ No Immediate Action,129.03944
Female,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,45.3,45.3,No,0,0,0,0.53550667,Low Risk,​​​​​​​✅ No Immediate Action,267.75333
Male,0,No,No,8,Yes,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,1,1,0.8061551,High Risk,​​​​​​​🔥 Call + 20% Discount,403.07755
Male,0,Yes,Yes,33,Yes,No,DSL,1,0,1,0,1,1,One year,No,Credit card (automatic),74.75,2453.3,No,0,4,0,0.043415032,Low Risk,​​​​​​​✅ No Immediate Action,21.707516
Female,0,No,No,13,Yes,No,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,2,1,0.7098738,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,354.9369
Female,0,Yes,No,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,0,1,0.7714578,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,385.72888
Male,0,No,No,20,Yes,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,1,0,0.17218709,Low Risk,​​​​​​​✅ No Immediate Action,86.093544
Male,0,No,No,3,No,No phone service,DSL,0,0,0,1,0,0,Month-to-month,No,Electronic check,30.4,82.15,No,0,1,0,0.20558569,Low Risk,​​​​​​​✅ No Immediate Action,102.79285
Female,0,No,No,13,Yes,No,No,0,0,0,0,0,0,One year,No,Electronic check,19.65,244.8,No,0,0,0,0.03637246,Low Risk,​​​​​​​✅ No Immediate Action,18.18623
Female,0,Yes,No,40,Yes,Yes,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,1,0,0.15527721,Low Risk,​​​​​​​✅ No Immediate Action,77.6386
Male,0,Yes,Yes,43,Yes,Yes,DSL,1,0,0,1,0,1,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,3,0,0.054412257,Low Risk,​​​​​​​✅ No Immediate Action,27.20613
Male,0,Yes,No,6,Yes,No,Fiber optic,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,3,1,0.853337,High Risk,​​​​​​​🔥 Call + 20% Discount,426.6685
Female,0,Yes,Yes,69,Yes,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,0,0,0.0043721455,Low Risk,​​​​​​​✅ No Immediate Action,2.1860728
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,1,1,1,0,1,1,Two year,No,Credit card (automatic),109.7,8129.3,No,0,5,0,0.006016771,Low Risk,​​​​​​​✅ No Immediate Action,3.0083854
Male,0,Yes,Yes,59,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.3,1192.7,No,0,0,0,0.018711649,Low Risk,​​​​​​​✅ No Immediate Action,9.355824
Female,0,Yes,No,20,Yes,No,Fiber optic,1,1,0,1,1,0,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,4,0,0.664465,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,332.2325
Male,0,Yes,Yes,24,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,0,0,0.03665015,Low Risk,​​​​​​​✅ No Immediate Action,18.325075
Male,0,No,No,59,Yes,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,5,0,0.26362562,Low Risk,​​​​​​​✅ No Immediate Action,131.8128
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,5,0,0.017864536,Low Risk,​​​​​​​✅ No Immediate Action,8.932268
Male,0,No,Yes,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.75,20.75,No,0,0,0,0.6384099,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,319.20496
Female,0,Yes,No,27,Yes,No,Fiber optic,1,0,0,1,1,1,One year,Yes,Credit card (automatic),101.9,2681.15,No,0,4,0,0.25529826,Low Risk,​​​​​​​✅ No Immediate Action,127.64913
Female,0,No,No,14,Yes,No,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,2,0,0.43429446,Low Risk,​​​​​​​✅ No Immediate Action,217.14723
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,1,0,1,0,1,1,Two year,No,Electronic check,105.55,7405.5,No,0,4,0,0.08243533,Low Risk,​​​​​​​✅ No Immediate Action,41.217667
Male,0,No,Yes,13,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,1,0,0.5186493,Low Risk,​​​​​​​✅ No Immediate Action,259.32465
Male,0,No,No,44,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,0,0,0.32543492,Low Risk,​​​​​​​✅ No Immediate Action,162.71747
Female,0,No,No,33,Yes,No,Fiber optic,0,1,0,1,0,0,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,0,2,0,0.112375595,Low Risk,​​​​​​​✅ No Immediate Action,56.187798
Male,0,Yes,Yes,72,No,No phone service,DSL,1,1,1,1,0,1,Two year,Yes,Credit card (automatic),55.45,4179.2,No,0,5,0,0.0026253087,Low Risk,​​​​​​​✅ No Immediate Action,1.3126544
Male,0,No,No,1,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,1,1,0.95961833,High Risk,​​​​​​​🔥 Call + 20% Discount,479.80917
Female,0,No,No,19,Yes,No,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,5,1,0.8364577,High Risk,​​​​​​​🔥 Call + 20% Discount,418.22885
Male,0,Yes,No,64,Yes,No,Fiber optic,0,1,1,1,1,1,One year,Yes,Credit card (automatic),102.45,6654.1,No,0,5,0,0.08171596,Low Risk,​​​​​​​✅ No Immediate Action,40.85798
Male,0,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,0,1,0.830735,High Risk,​​​​​​​🔥 Call + 20% Discount,415.36752
Female,0,No,No,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.25,25.25,No,0,0,0,0.6172646,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,308.63232
Male,0,No,Yes,61,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,1124.2,No,0,0,0,0.14202696,Low Risk,​​​​​​​✅ No Immediate Action,71.01348
Female,0,Yes,Yes,29,Yes,No,No,0,0,0,0,0,0,One year,No,Electronic check,20.0,540.05,No,0,0,0,0.019180061,Low Risk,​​​​​​​✅ No Immediate Action,9.590031
Male,1,Yes,No,23,Yes,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,86.8,1975.85,No,0,1,0,0.4050935,Low Risk,​​​​​​​✅ No Immediate Action,202.54675
Female,0,Yes,No,57,No,No phone service,DSL,1,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,5,0,0.041017562,Low Risk,​​​​​​​✅ No Immediate Action,20.508781
Male,0,Yes,Yes,72,No,No phone service,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),45.25,3139.8,No,0,4,0,0.005886814,Low Risk,​​​​​​​✅ No Immediate Action,2.943407
Male,0,Yes,No,66,No,No phone service,DSL,1,1,1,1,1,0,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,5,0,0.0066860416,Low Risk,​​​​​​​✅ No Immediate Action,3.343021
Male,0,Yes,Yes,65,Yes,Yes,DSL,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,5,0,0.0374035,Low Risk,​​​​​​​✅ No Immediate Action,18.701752
Female,0,No,No,8,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0,1,0,0.535052,Low Risk,​​​​​​​✅ No Immediate Action,267.526
Female,0,No,No,4,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,1,0,1,0.7906275,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,395.31375
Female,0,Yes,No,71,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0,0,0,0.002040979,Low Risk,​​​​​​​✅ No Immediate Action,1.0204895
Male,0,Yes,Yes,1,Yes,No,No,0,0,0,0,0,0,One year,Yes,Electronic check,20.2,20.2,No,0,0,0,0.2949296,Low Risk,​​​​​​​✅ No Immediate Action,147.4648
Male,0,Yes,No,4,Yes,No,DSL,0,0,0,1,0,0,Month-to-month,No,Mailed check,50.05,179.35,Yes,1,1,1,0.4126241,Low Risk,​​​​​​​✅ No Immediate Action,206.31204
Female,0,No,No,12,Yes,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0,0,0,0.02904642,Low Risk,​​​​​​​✅ No Immediate Action,14.52321
Male,0,No,No,24,No,No phone service,DSL,1,0,0,0,1,1,One year,Yes,Mailed check,50.6,1288.75,No,0,3,0,0.07797397,Low Risk,​​​​​​​✅ No Immediate Action,38.986984
Female,0,Yes,Yes,31,Yes,No,DSL,1,0,1,1,1,1,One year,Yes,Mailed check,81.15,2545.75,No,0,5,0,0.047463328,Low Risk,​​​​​​​✅ No Immediate Action,23.731665
Female,0,Yes,No,1,Yes,No,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,55.2,55.2,Yes,1,1,1,0.67240506,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,336.20255
Male,0,No,No,30,Yes,Yes,Fiber optic,0,0,0,1,0,1,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,0,2,0,0.21005839,Low Risk,​​​​​​​✅ No Immediate Action,105.0292
Female,0,Yes,Yes,47,Yes,Yes,DSL,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),85.3,4107.25,No,0,5,0,0.008500931,Low Risk,​​​​​​​✅ No Immediate Action,4.2504654
Male,0,No,No,54,Yes,Yes,Fiber optic,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),108.0,5760.65,No,0,5,0,0.17689048,Low Risk,​​​​​​​✅ No Immediate Action,88.44524
Male,0,No,No,50,Yes,No,Fiber optic,1,1,0,1,0,1,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,0,4,0,0.06793429,Low Risk,​​​​​​​✅ No Immediate Action,33.967144
Male,0,No,No,1,Yes,No,Fiber optic,1,0,0,0,0,1,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,1,2,1,0.7945649,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,397.28244
Female,0,No,No,72,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.25,1566.9,No,0,0,0,0.0013876468,Low Risk,​​​​​​​✅ No Immediate Action,0.6938234
Female,0,No,No,29,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.15,702.0,No,0,0,0,0.058066357,Low Risk,​​​​​​​✅ No Immediate Action,29.033178
Male,0,No,No,2,Yes,Yes,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1,1,1,0.80315363,High Risk,​​​​​​​🔥 Call + 20% Discount,401.5768
Female,0,No,No,10,No,No phone service,DSL,0,0,0,1,0,0,Two year,Yes,Mailed check,29.6,299.05,No,0,1,0,0.048000574,Low Risk,​​​​​​​✅ No Immediate Action,24.000286
Male,0,Yes,No,18,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.15,1305.95,No,0,0,0,0.8753693,High Risk,​​​​​​​🔥 Call + 20% Discount,437.68466
Female,1,No,No,11,Yes,No,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,1,3,1,0.76556736,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,382.7837
Male,0,No,No,16,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,284.35,No,0,0,0,0.038337283,Low Risk,​​​​​​​✅ No Immediate Action,19.168642
Female,0,No,No,72,Yes,Yes,DSL,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),86.6,6350.5,No,0,5,0,0.0020592138,Low Risk,​​​​​​​✅ No Immediate Action,1.0296069
Male,0,No,No,72,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),109.2,7878.3,No,0,5,0,0.010698314,Low Risk,​​​​​​​✅ No Immediate Action,5.349157
Female,0,Yes,Yes,41,Yes,No,DSL,1,0,0,1,1,1,One year,Yes,Credit card (automatic),74.7,3187.65,No,0,4,0,0.11318916,Low Risk,​​​​​​​✅ No Immediate Action,56.59458
Female,1,Yes,No,65,Yes,No,Fiber optic,1,1,1,0,0,1,Month-to-month,No,Electronic check,94.4,6126.15,No,0,4,0,0.080078326,Low Risk,​​​​​​​✅ No Immediate Action,40.03916
Female,1,No,No,13,Yes,No,DSL,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,54.8,731.3,No,0,2,0,0.11165185,Low Risk,​​​​​​​✅ No Immediate Action,55.825928
Male,1,No,No,4,Yes,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Electronic check,75.35,273.4,No,0,1,0,0.15641306,Low Risk,​​​​​​​✅ No Immediate Action,78.206535
Male,0,No,No,41,Yes,Yes,DSL,0,0,1,0,0,1,One year,No,Mailed check,65.0,2531.8,No,0,2,0,0.06910601,Low Risk,​​​​​​​✅ No Immediate Action,34.553005
Male,1,No,No,15,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1,1,1,0.8146669,High Risk,​​​​​​​🔥 Call + 20% Discount,407.33347
Male,0,No,No,1,Yes,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,1,1,1,0.53955,Low Risk,​​​​​​​✅ No Immediate Action,269.775
Male,0,No,No,42,Yes,Yes,Fiber optic,1,1,1,0,0,1,One year,Yes,Electronic check,99.0,4298.45,No,0,4,0,0.34931085,Low Risk,​​​​​​​✅ No Immediate Action,174.65543
